order_id,order_date,product,category,city,channel,quantity,price,total_sales
1038,29-07-2025 20:00,Shoes,Fashion,Hyderabad,Online,4,5922,23688
1039,08-08-2025 22:00,T-shirt,Fashion,Pune,Offline,3,13541,40623
1040,16-01-2025 13:00,Smartphone,Electronics,Hyderabad,Online,3,26057,78171
1041,29-10-2025 09:00,T-shirt,Fashion,Mumbai,Online,5,8057,40285
1042,15-12-2025 10:00,Laptop,Electronics,Delhi,Offline,3,17867,53601
1043,23-08-2025 03:00,Shoes,Fashion,Bangalore,Online,3,10598,31794
1044,11-07-2025 22:00,Backpack,Accessories,Chennai,Offline,3,15073,45219
1045,09-11-2025 11:00,Watch,Accessories,Hyderabad,Offline,4,44413,177652
1046,21-12-2025 01:00,Smartphone,Electronics,Bangalore,Online,2,21643,43286
1047,22-10-2025 10:00,T-shirt,Fashion,Pune,Offline,1,1491,1491
1048,31-12-2025 22:00,Tablet,Electronics,Pune,Offline,1,15495,15495
1049,26-11-2025 14:00,Backpack,Accessories,Bangalore,Online,4,18683,74732
1050,27-09-2025 07:00,Headphones,Electronics,Hyderabad,Offline,5,19171,95855
1051,09-05-2025 20:00,Laptop,Electronics,Bangalore,Online,5,2052,10260
1052,23-08-2025 22:00,T-shirt,Fashion,Bangalore,Online,3,7852,23556
1053,29-10-2025 06:00,T-shirt,Fashion,Pune,Online,5,13186,65930
1054,28-04-2025 23:00,Watch,Accessories,Mumbai,Online,5,22222,111110
1055,13-09-2025 12:00,Smartphone,Electronics,Chennai,Online,3,13339,40017
1056,22-08-2025 10:00,Shoes,Fashion,Chennai,Online,2,40721,81442
1057,31-05-2025 20:00,Watch,Accessories,Mumbai,Online,5,35379,176895
1058,13-10-2025 15:00,Watch,Accessories,Bangalore,Online,4,10051,40204
1059,03-04-2025 07:00,Shoes,Fashion,Chennai,Offline,4,11791,47164
1060,01-11-2025 17:00,Shoes,Fashion,Delhi,Online,3,20572,61716
1061,28-11-2025 20:00,Shoes,Fashion,Chennai,Offline,2,4923,9846
1062,13-02-2025 23:00,Watch,Accessories,Mumbai,Offline,5,6108,30540
1063,10-09-2025 14:00,Watch,Accessories,Chennai,Offline,3,6042,18126
1064,01-12-2025 20:00,T-shirt,Fashion,Chennai,Offline,5,48056,240280
1065,02-07-2025 02:00,Laptop,Electronics,Hyderabad,Online,3,47743,143229
1066,29-11-2025 09:00,T-shirt,Fashion,Chennai,Offline,3,35565,106695
1067,19-02-2025 18:00,Laptop,Electronics,Bangalore,Offline,1,23957,23957
1068,21-03-2025 18:00,Smartphone,Electronics,Delhi,Online,1,23579,23579
1069,12-11-2025 09:00,Smartphone,Electronics,Hyderabad,Offline,1,30781,30781
1070,26-02-2025 19:00,Shoes,Fashion,Mumbai,Online,1,27635,27635
1071,06-11-2025 17:00,Shoes,Fashion,Mumbai,Offline,5,11065,55325
1072,13-10-2025 09:00,Tablet,Electronics,Hyderabad,Online,4,47621,190484
1073,22-08-2025 19:00,Tablet,Electronics,Delhi,Online,3,24495,73485
1074,29-09-2025 22:00,Watch,Accessories,Delhi,Offline,1,35728,35728
1075,06-02-2025 08:00,Laptop,Electronics,Bangalore,Online,3,47831,143493
1076,21-01-2025 06:00,Backpack,Accessories,Mumbai,Offline,2,19210,38420
1077,21-10-2025 21:00,Backpack,Accessories,Bangalore,Online,2,19457,38914
1078,01-09-2025 19:00,Headphones,Electronics,Mumbai,Online,4,8383,33532
1079,10-09-2025 06:00,Shoes,Fashion,Pune,Offline,2,49496,98992
1080,26-11-2025 16:00,Laptop,Electronics,Hyderabad,Online,4,9713,38852
1081,24-12-2025 19:00,Headphones,Electronics,Delhi,Online,3,35325,105975
1082,14-08-2025 01:00,T-shirt,Fashion,Hyderabad,Online,1,25646,25646
1083,29-03-2025 11:00,T-shirt,Fashion,Hyderabad,Online,1,46210,46210
1084,22-05-2025 21:00,Laptop,Electronics,Pune,Online,3,41424,124272
1085,24-02-2025 19:00,Laptop,Electronics,Bangalore,Online,4,32272,129088
1086,16-11-2025 01:00,T-shirt,Fashion,Hyderabad,Online,3,6164,18492
1087,04-04-2025 15:00,T-shirt,Fashion,Pune,Offline,4,13802,55208
1088,04-08-2025 00:00,Backpack,Accessories,Pune,Offline,1,24276,24276
1089,24-08-2025 09:00,Backpack,Accessories,Delhi,Online,3,8958,26874
1090,26-05-2025 04:00,T-shirt,Fashion,Delhi,Offline,3,23958,71874
1091,04-05-2025 00:00,Smartphone,Electronics,Hyderabad,Offline,4,15041,60164
1092,09-12-2025 06:00,Shoes,Fashion,Bangalore,Online,5,45558,227790
1093,03-04-2025 12:00,Laptop,Electronics,Delhi,Online,5,21573,107865
1094,19-06-2025 08:00,Tablet,Electronics,Delhi,Offline,4,3335,13340
1095,23-11-2025 19:00,Laptop,Electronics,Chennai,Offline,4,38166,152664
1096,10-06-2025 09:00,Watch,Accessories,Hyderabad,Online,2,43442,86884
1097,14-04-2025 10:00,Laptop,Electronics,Bangalore,Online,1,10622,10622
1098,17-12-2025 08:00,Smartphone,Electronics,Hyderabad,Online,1,49352,49352
1099,16-09-2025 04:00,Shoes,Fashion,Bangalore,Offline,2,28160,56320
1100,11-10-2025 08:00,Tablet,Electronics,Delhi,Online,4,11707,46828
1101,10-06-2025 21:00,Laptop,Electronics,Chennai,Offline,1,34177,34177
1102,08-02-2025 20:00,Headphones,Electronics,Mumbai,Offline,2,47444,94888
1103,03-01-2025 07:00,Backpack,Accessories,Chennai,Offline,4,8365,33460
1104,03-09-2025 22:00,Tablet,Electronics,Pune,Offline,4,25291,101164
1105,08-03-2025 23:00,Shoes,Fashion,Chennai,Online,1,26922,26922
1106,14-01-2025 04:00,Tablet,Electronics,Pune,Offline,4,9477,37908
1107,23-05-2025 05:00,Smartphone,Electronics,Hyderabad,Online,4,38827,155308
1108,20-07-2025 00:00,Laptop,Electronics,Chennai,Online,5,4912,24560
1109,20-08-2025 10:00,Smartphone,Electronics,Chennai,Offline,2,8872,17744
1110,31-12-2025 12:00,Tablet,Electronics,Mumbai,Online,4,34135,136540
1111,24-05-2025 14:00,T-shirt,Fashion,Hyderabad,Offline,3,24829,74487
1112,07-10-2025 07:00,Shoes,Fashion,Pune,Offline,2,33056,66112
1113,23-07-2025 18:00,Backpack,Accessories,Delhi,Offline,4,44494,177976
1114,16-06-2025 05:00,Tablet,Electronics,Hyderabad,Offline,4,48609,194436
1115,09-03-2025 08:00,Tablet,Electronics,Mumbai,Offline,1,49918,49918
1116,01-01-2025 10:00,Watch,Accessories,Mumbai,Offline,3,34148,102444
1117,14-10-2025 13:00,Shoes,Fashion,Pune,Online,1,4553,4553
1118,15-07-2025 07:00,Backpack,Accessories,Mumbai,Offline,2,29993,59986
1119,17-06-2025 14:00,Laptop,Electronics,Mumbai,Offline,2,28976,57952
1120,20-11-2025 16:00,Shoes,Fashion,Chennai,Online,1,5338,5338
1121,09-12-2025 01:00,Smartphone,Electronics,Hyderabad,Offline,2,47705,95410
1122,23-08-2025 20:00,Shoes,Fashion,Hyderabad,Offline,2,10274,20548
1123,23-08-2025 12:00,Tablet,Electronics,Mumbai,Offline,5,23043,115215
1124,11-10-2025 10:00,Laptop,Electronics,Mumbai,Online,3,43693,131079
1125,02-06-2025 01:00,Laptop,Electronics,Delhi,Offline,3,7660,22980
1126,02-04-2025 06:00,Watch,Accessories,Hyderabad,Online,1,24862,24862
1127,20-02-2025 12:00,Watch,Accessories,Hyderabad,Offline,3,41154,123462
1128,28-06-2025 02:00,Smartphone,Electronics,Mumbai,Offline,2,25080,50160
1129,19-03-2025 07:00,Backpack,Accessories,Bangalore,Offline,2,35732,71464
1130,09-06-2025 17:00,Shoes,Fashion,Bangalore,Online,2,27026,54052
1131,28-01-2025 02:00,Smartphone,Electronics,Delhi,Offline,5,3150,15750
1132,11-08-2025 14:00,Smartphone,Electronics,Chennai,Offline,4,31662,126648
1133,05-01-2025 12:00,Watch,Accessories,Pune,Online,1,35656,35656
1134,07-05-2025 20:00,Smartphone,Electronics,Delhi,Online,4,14021,56084
1135,05-09-2025 08:00,Shoes,Fashion,Pune,Online,1,24103,24103
1136,13-06-2025 11:00,Laptop,Electronics,Chennai,Offline,5,47039,235195
1137,21-04-2025 04:00,Shoes,Fashion,Mumbai,Online,1,27737,27737
1138,29-11-2025 16:00,Shoes,Fashion,Pune,Offline,1,11430,11430
1139,23-11-2025 02:00,Tablet,Electronics,Mumbai,Offline,3,1701,5103
1140,11-01-2025 17:00,Headphones,Electronics,Hyderabad,Online,5,22286,111430
1141,17-07-2025 04:00,Shoes,Fashion,Pune,Offline,2,2126,4252
1142,07-04-2025 13:00,Headphones,Electronics,Hyderabad,Online,4,24906,99624
1143,18-12-2025 13:00,Smartphone,Electronics,Mumbai,Online,5,1239,6195
1144,10-10-2025 13:00,Laptop,Electronics,Mumbai,Offline,2,21069,42138
1145,23-11-2025 19:00,Headphones,Electronics,Mumbai,Online,3,39004,117012
1146,14-08-2025 12:00,Laptop,Electronics,Hyderabad,Online,1,18720,18720
1147,02-08-2025 06:00,Shoes,Fashion,Mumbai,Offline,5,35669,178345
1148,17-01-2025 06:00,Smartphone,Electronics,Pune,Offline,1,38160,38160
1149,18-10-2025 02:00,Shoes,Fashion,Mumbai,Online,5,13283,66415
1150,06-07-2025 04:00,Tablet,Electronics,Hyderabad,Online,4,24141,96564
1151,04-08-2025 08:00,Tablet,Electronics,Delhi,Offline,1,38649,38649
1152,16-12-2025 11:00,Watch,Accessories,Delhi,Online,4,26270,105080
1153,24-10-2025 11:00,Laptop,Electronics,Chennai,Offline,3,30334,91002
1154,04-07-2025 05:00,T-shirt,Fashion,Delhi,Offline,5,1898,9490
1155,19-10-2025 01:00,Backpack,Accessories,Bangalore,Online,5,26055,130275
1156,07-03-2025 14:00,Tablet,Electronics,Mumbai,Online,5,20092,100460
1157,06-06-2025 08:00,Headphones,Electronics,Pune,Offline,2,14860,29720
1158,04-02-2025 00:00,Backpack,Accessories,Chennai,Online,2,17797,35594
1159,21-10-2025 02:00,Headphones,Electronics,Mumbai,Online,1,32825,32825
1160,07-07-2025 04:00,Tablet,Electronics,Pune,Online,5,14335,71675
1161,08-11-2025 08:00,Watch,Accessories,Hyderabad,Online,3,22641,67923
1162,06-02-2025 08:00,Laptop,Electronics,Bangalore,Offline,1,30599,30599
1163,29-08-2025 16:00,Headphones,Electronics,Hyderabad,Offline,4,5869,23476
1164,03-03-2025 11:00,Shoes,Fashion,Pune,Online,5,17928,89640
1165,11-05-2025 07:00,Tablet,Electronics,Mumbai,Offline,3,12374,37122
1166,06-09-2025 02:00,Laptop,Electronics,Bangalore,Online,1,41550,41550
1167,17-06-2025 19:00,T-shirt,Fashion,Chennai,Online,5,13619,68095
1168,29-07-2025 20:00,Watch,Accessories,Hyderabad,Online,4,45805,183220
1169,06-06-2025 20:00,Shoes,Fashion,Mumbai,Offline,4,29887,119548
1170,23-09-2025 21:00,Shoes,Fashion,Hyderabad,Offline,4,38967,155868
1171,10-04-2025 00:00,Watch,Accessories,Hyderabad,Online,3,44848,134544
1172,15-01-2025 20:00,Shoes,Fashion,Pune,Online,5,26136,130680
1173,23-11-2025 05:00,T-shirt,Fashion,Pune,Online,3,46783,140349
1174,20-10-2025 15:00,Tablet,Electronics,Hyderabad,Online,5,30038,150190
1175,21-09-2025 18:00,Tablet,Electronics,Chennai,Offline,4,21657,86628
1176,19-02-2025 03:00,Headphones,Electronics,Mumbai,Online,3,8028,24084
1177,29-05-2025 16:00,Tablet,Electronics,Hyderabad,Online,4,49822,199288
1178,03-12-2025 03:00,T-shirt,Fashion,Delhi,Online,5,20829,104145
1179,22-10-2025 17:00,Tablet,Electronics,Hyderabad,Online,3,7054,21162
1180,28-07-2025 18:00,Shoes,Fashion,Mumbai,Online,4,12014,48056
1181,30-03-2025 09:00,Laptop,Electronics,Pune,Offline,3,18195,54585
1182,03-03-2025 10:00,Backpack,Accessories,Delhi,Online,4,27522,110088
1183,08-10-2025 22:00,Smartphone,Electronics,Hyderabad,Online,5,15274,76370
1184,09-08-2025 00:00,Shoes,Fashion,Delhi,Offline,4,46012,184048
1185,19-05-2025 02:00,T-shirt,Fashion,Chennai,Online,4,45788,183152
1186,14-11-2025 15:00,Headphones,Electronics,Pune,Online,2,23206,46412
1187,28-09-2025 10:00,Headphones,Electronics,Bangalore,Online,3,1440,4320
1188,29-04-2025 23:00,Backpack,Accessories,Delhi,Offline,3,20076,60228
1189,06-12-2025 22:00,Backpack,Accessories,Delhi,Online,3,23872,71616
1190,07-06-2025 22:00,Watch,Accessories,Delhi,Offline,3,11034,33102
1191,10-09-2025 10:00,Tablet,Electronics,Hyderabad,Offline,4,21623,86492
1192,10-02-2025 18:00,Headphones,Electronics,Chennai,Online,2,2418,4836
1193,16-04-2025 00:00,T-shirt,Fashion,Bangalore,Online,2,32327,64654
1194,29-01-2025 02:00,Watch,Accessories,Bangalore,Offline,5,1088,5440
1195,21-12-2025 04:00,Watch,Accessories,Pune,Offline,2,18630,37260
1196,31-08-2025 13:00,Headphones,Electronics,Delhi,Offline,3,7039,21117
1197,12-01-2025 23:00,Smartphone,Electronics,Delhi,Online,2,42185,84370
1198,17-08-2025 03:00,Smartphone,Electronics,Chennai,Offline,1,10006,10006
1199,14-11-2025 05:00,Backpack,Accessories,Bangalore,Online,4,20595,82380
1200,13-03-2025 18:00,Shoes,Fashion,Hyderabad,Online,4,36209,144836
1201,08-11-2025 10:00,T-shirt,Fashion,Mumbai,Offline,4,31243,124972
1202,17-03-2025 08:00,Tablet,Electronics,Mumbai,Offline,5,24524,122620
1203,06-11-2025 00:00,Backpack,Accessories,Mumbai,Offline,3,35027,105081
1204,28-07-2025 13:00,Tablet,Electronics,Delhi,Online,5,22669,113345
1205,11-05-2025 13:00,Smartphone,Electronics,Pune,Online,5,14068,70340
1206,05-02-2025 21:00,Watch,Accessories,Delhi,Online,5,28183,140915
1207,10-09-2025 22:00,Smartphone,Electronics,Chennai,Offline,3,43298,129894
1208,06-04-2025 17:00,Watch,Accessories,Bangalore,Offline,4,39904,159616
1209,31-08-2025 14:00,Tablet,Electronics,Delhi,Online,3,49886,149658
1210,27-02-2025 14:00,Tablet,Electronics,Pune,Offline,4,23978,95912
1211,03-09-2025 06:00,Headphones,Electronics,Mumbai,Online,5,9393,46965
1212,12-04-2025 13:00,Laptop,Electronics,Delhi,Offline,3,46541,139623
1213,17-08-2025 13:00,Shoes,Fashion,Mumbai,Offline,1,19008,19008
1214,03-09-2025 23:00,Laptop,Electronics,Pune,Offline,2,12457,24914
1215,14-08-2025 09:00,Smartphone,Electronics,Hyderabad,Offline,5,32699,163495
1216,30-12-2025 06:00,Watch,Accessories,Pune,Offline,4,1966,7864
1217,14-11-2025 12:00,Laptop,Electronics,Delhi,Offline,4,16321,65284
1218,19-08-2025 19:00,Watch,Accessories,Mumbai,Offline,5,14787,73935
1219,22-08-2025 03:00,Watch,Accessories,Delhi,Online,4,31828,127312
1220,08-09-2025 19:00,Watch,Accessories,Delhi,Online,2,27573,55146
1221,21-08-2025 07:00,Smartphone,Electronics,Chennai,Offline,4,18944,75776
1222,20-11-2025 05:00,Smartphone,Electronics,Delhi,Offline,5,31091,155455
1223,11-10-2025 17:00,T-shirt,Fashion,Bangalore,Offline,2,18574,37148
1224,05-09-2025 06:00,Tablet,Electronics,Mumbai,Online,4,17878,71512
1225,09-05-2025 16:00,Laptop,Electronics,Delhi,Offline,5,12058,60290
1226,01-04-2025 21:00,Laptop,Electronics,Bangalore,Online,4,8936,35744
1227,05-01-2025 20:00,Laptop,Electronics,Bangalore,Offline,4,43956,175824
1228,17-09-2025 17:00,Smartphone,Electronics,Bangalore,Offline,1,6290,6290
1229,04-07-2025 08:00,Smartphone,Electronics,Hyderabad,Offline,2,29767,59534
1230,27-08-2025 10:00,Backpack,Accessories,Mumbai,Offline,3,6756,20268
1231,29-07-2025 01:00,Tablet,Electronics,Pune,Online,3,27082,81246
1232,08-09-2025 23:00,Watch,Accessories,Hyderabad,Offline,5,32066,160330
1233,30-09-2025 12:00,Laptop,Electronics,Hyderabad,Offline,1,2470,2470
1234,18-04-2025 08:00,Headphones,Electronics,Mumbai,Online,4,31590,126360
1235,27-11-2025 00:00,Laptop,Electronics,Hyderabad,Offline,3,37596,112788
1236,31-10-2025 11:00,Headphones,Electronics,Bangalore,Offline,3,46574,139722
1237,15-05-2025 05:00,Smartphone,Electronics,Mumbai,Online,1,6555,6555
1238,06-05-2025 16:00,Smartphone,Electronics,Mumbai,Offline,4,49082,196328
1239,01-01-2025 15:00,Laptop,Electronics,Chennai,Online,2,38995,77990
1240,19-11-2025 09:00,Headphones,Electronics,Pune,Online,3,43028,129084
1241,06-10-2025 07:00,Watch,Accessories,Delhi,Offline,5,7349,36745
1242,15-05-2025 19:00,Shoes,Fashion,Chennai,Offline,4,14871,59484
1243,09-10-2025 12:00,Headphones,Electronics,Bangalore,Offline,2,11839,23678
1244,17-03-2025 12:00,T-shirt,Fashion,Pune,Online,1,3392,3392
1245,30-01-2025 00:00,Smartphone,Electronics,Mumbai,Offline,4,40411,161644
1246,24-12-2025 04:00,Smartphone,Electronics,Pune,Offline,1,27408,27408
1247,13-03-2025 09:00,Shoes,Fashion,Pune,Offline,1,38525,38525
1248,28-02-2025 18:00,Shoes,Fashion,Pune,Online,1,42888,42888
1249,25-01-2025 02:00,Watch,Accessories,Pune,Offline,5,44556,222780
1250,01-02-2025 11:00,T-shirt,Fashion,Chennai,Offline,3,4069,12207
1251,23-08-2025 16:00,Headphones,Electronics,Bangalore,Offline,2,48168,96336
1252,14-11-2025 11:00,T-shirt,Fashion,Bangalore,Offline,5,2442,12210
1253,05-10-2025 10:00,Tablet,Electronics,Mumbai,Online,2,28466,56932
1254,14-12-2025 18:00,Backpack,Accessories,Mumbai,Offline,2,22141,44282
1255,26-02-2025 19:00,Shoes,Fashion,Chennai,Offline,3,19149,57447
1256,28-09-2025 22:00,Shoes,Fashion,Pune,Online,2,1096,2192
1257,01-07-2025 04:00,Backpack,Accessories,Delhi,Online,1,36290,36290
1258,26-02-2025 01:00,Headphones,Electronics,Delhi,Offline,1,34386,34386
1259,07-02-2025 02:00,Shoes,Fashion,Chennai,Online,2,32049,64098
1260,24-10-2025 18:00,Watch,Accessories,Chennai,Online,3,2583,7749
1261,25-11-2025 19:00,Laptop,Electronics,Delhi,Offline,5,43428,217140
1262,06-03-2025 07:00,Backpack,Accessories,Bangalore,Offline,4,11887,47548
1263,20-09-2025 15:00,Shoes,Fashion,Pune,Offline,3,7700,23100
1264,27-02-2025 02:00,Laptop,Electronics,Pune,Online,4,1409,5636
1265,12-10-2025 18:00,Backpack,Accessories,Bangalore,Offline,3,26366,79098
1266,21-05-2025 14:00,Watch,Accessories,Chennai,Online,4,42583,170332
1267,13-05-2025 13:00,Backpack,Accessories,Bangalore,Online,4,34832,139328
1268,24-03-2025 20:00,Headphones,Electronics,Hyderabad,Offline,3,982,2946
1269,21-11-2025 19:00,Watch,Accessories,Delhi,Offline,2,8411,16822
1270,08-09-2025 15:00,Watch,Accessories,Chennai,Online,3,44391,133173
1271,18-06-2025 20:00,Shoes,Fashion,Delhi,Online,2,46379,92758
1272,17-03-2025 07:00,Tablet,Electronics,Chennai,Offline,5,19929,99645
1273,11-09-2025 13:00,Headphones,Electronics,Pune,Online,5,14673,73365
1274,15-04-2025 07:00,T-shirt,Fashion,Chennai,Offline,5,45233,226165
1275,15-03-2025 18:00,Laptop,Electronics,Delhi,Online,5,12595,62975
1276,15-03-2025 16:00,Tablet,Electronics,Pune,Offline,1,39215,39215
1277,09-11-2025 02:00,Headphones,Electronics,Mumbai,Offline,4,19446,77784
1278,26-06-2025 10:00,Watch,Accessories,Chennai,Online,2,6024,12048
1279,06-10-2025 13:00,Tablet,Electronics,Delhi,Online,3,2051,6153
1280,03-09-2025 17:00,Headphones,Electronics,Mumbai,Online,1,3135,3135
1281,21-07-2025 09:00,Laptop,Electronics,Bangalore,Offline,3,18874,56622
1282,20-08-2025 03:00,Tablet,Electronics,Chennai,Offline,5,3374,16870
1283,29-11-2025 15:00,Shoes,Fashion,Hyderabad,Online,2,13839,27678
1284,06-09-2025 14:00,Backpack,Accessories,Hyderabad,Offline,5,10308,51540
1285,01-12-2025 04:00,T-shirt,Fashion,Bangalore,Offline,1,27344,27344
1286,11-08-2025 15:00,Shoes,Fashion,Bangalore,Online,3,23416,70248
1287,07-06-2025 07:00,Tablet,Electronics,Delhi,Online,2,47938,95876
1288,09-08-2025 09:00,Headphones,Electronics,Pune,Online,1,42766,42766
1289,12-12-2025 13:00,T-shirt,Fashion,Pune,Online,1,2915,2915
1290,13-06-2025 19:00,Headphones,Electronics,Pune,Online,4,11905,47620
1291,01-02-2025 08:00,Shoes,Fashion,Pune,Offline,2,28176,56352
1292,12-08-2025 17:00,Laptop,Electronics,Bangalore,Online,4,47358,189432
1293,20-12-2025 12:00,Watch,Accessories,Pune,Offline,2,35362,70724
1294,15-08-2025 10:00,Shoes,Fashion,Delhi,Online,5,22921,114605
1295,20-06-2025 09:00,Laptop,Electronics,Hyderabad,Offline,2,12787,25574
1296,19-04-2025 14:00,Smartphone,Electronics,Pune,Online,1,35539,35539
1297,26-10-2025 20:00,Smartphone,Electronics,Delhi,Offline,5,5522,27610
1298,06-12-2025 12:00,Laptop,Electronics,Chennai,Online,4,8143,32572
1299,26-07-2025 07:00,Backpack,Accessories,Mumbai,Online,3,41780,125340
1300,25-09-2025 10:00,Smartphone,Electronics,Mumbai,Offline,5,13697,68485
1301,19-03-2025 20:00,T-shirt,Fashion,Hyderabad,Online,1,44591,44591
1302,23-01-2025 12:00,Backpack,Accessories,Chennai,Offline,1,44027,44027
1303,01-12-2025 20:00,Laptop,Electronics,Delhi,Online,1,28988,28988
1304,25-11-2025 19:00,Laptop,Electronics,Delhi,Online,2,26263,52526
1305,21-06-2025 12:00,T-shirt,Fashion,Mumbai,Online,3,26432,79296
1306,12-04-2025 14:00,T-shirt,Fashion,Chennai,Offline,4,15254,61016
1307,25-08-2025 04:00,Backpack,Accessories,Mumbai,Online,5,48281,241405
1308,17-12-2025 17:00,Shoes,Fashion,Chennai,Offline,3,35878,107634
1309,27-07-2025 09:00,Backpack,Accessories,Delhi,Offline,2,2013,4026
1310,22-07-2025 04:00,Tablet,Electronics,Pune,Online,4,11024,44096
1311,05-03-2025 18:00,Smartphone,Electronics,Pune,Online,4,5364,21456
1312,09-04-2025 23:00,Backpack,Accessories,Chennai,Offline,4,49955,199820
1313,07-07-2025 06:00,T-shirt,Fashion,Mumbai,Online,4,45604,182416
1314,23-09-2025 22:00,Headphones,Electronics,Delhi,Online,4,32306,129224
1315,02-11-2025 12:00,Headphones,Electronics,Hyderabad,Offline,1,44268,44268
1316,01-03-2025 13:00,Smartphone,Electronics,Hyderabad,Online,5,11538,57690
1317,21-02-2025 14:00,Tablet,Electronics,Chennai,Online,1,4655,4655
1318,30-10-2025 12:00,Headphones,Electronics,Bangalore,Online,1,38865,38865
1319,04-08-2025 03:00,Watch,Accessories,Bangalore,Online,4,18075,72300
1320,04-03-2025 08:00,Tablet,Electronics,Pune,Online,5,8446,42230
1321,14-11-2025 13:00,Laptop,Electronics,Pune,Offline,4,36877,147508
1322,13-07-2025 12:00,Smartphone,Electronics,Hyderabad,Online,4,40592,162368
1323,05-02-2025 05:00,Watch,Accessories,Delhi,Offline,4,44842,179368
1324,21-01-2025 15:00,Smartphone,Electronics,Bangalore,Online,5,47641,238205
1325,19-08-2025 08:00,T-shirt,Fashion,Chennai,Online,4,14237,56948
1326,20-06-2025 11:00,Smartphone,Electronics,Delhi,Offline,2,20713,41426
1327,17-12-2025 15:00,Tablet,Electronics,Mumbai,Offline,1,41605,41605
1328,09-11-2025 06:00,Headphones,Electronics,Pune,Online,2,22678,45356
1329,01-10-2025 02:00,Laptop,Electronics,Bangalore,Offline,4,8598,34392
1330,03-04-2025 11:00,Watch,Accessories,Chennai,Online,3,28589,85767
1331,30-06-2025 13:00,Backpack,Accessories,Delhi,Offline,1,41534,41534
1332,01-03-2025 05:00,Headphones,Electronics,Mumbai,Offline,1,39736,39736
1333,18-01-2025 13:00,T-shirt,Fashion,Bangalore,Offline,5,29886,149430
1334,10-08-2025 09:00,Smartphone,Electronics,Chennai,Offline,3,25710,77130
1335,23-06-2025 22:00,Backpack,Accessories,Delhi,Online,1,6928,6928
1336,07-08-2025 18:00,Headphones,Electronics,Chennai,Offline,2,38178,76356
1337,14-02-2025 05:00,Headphones,Electronics,Pune,Online,2,35453,70906
1338,20-12-2025 23:00,Watch,Accessories,Chennai,Offline,3,11993,35979
